ID Major Occupation Group,Major Occupation Group,ID Minor Occupation Group,Minor Occupation Group,ID Broad Occupation,Broad Occupation,ID Detailed Occupation,Detailed Occupation,ID Year,Year,ID Workforce Status,Workforce Status,Total Population,Total Population MOE Appx,Average Wage,Average Wage Appx MOE,Record Count,Slug Detailed Occupation,PUMS Degree Field,ID PUMS Degree Field,Slug PUMS Degree Field
110000-290000,"Management, business, science, & arts occupations",110000-130000,"Management, business, & financial occupations",110000,Management occupations,113051,Industrial production managers,2014,2014,TRUE,TRUE,2229,1159.114546,70567.89592,18098.66927,30,industrial-production-managers,Visual & Performing Arts,50,visual-performing-arts
110000-290000,"Management, business, science, & arts occupations",210000-270000,"Education, legal, community service, arts, & media occupations",210000,Community & Social Service Occupations,211093,Social & human service assistants,2014,2014,TRUE,TRUE,1997,1097.136622,34061.84076,8517.444519,17,social-human-service-assistants,Visual & Performing Arts,50,visual-performing-arts
110000-290000,"Management, business, science, & arts occupations",110000-130000,"Management, business, & financial occupations",130000,Business & financial operations occupations,132082,Tax preparers,2014,2014,TRUE,TRUE,587,594.8300552,39652.40545,15392.34499,8,tax-preparers,Visual & Performing Arts,50,visual-performing-arts
410000-430000,Sales & Office Occupations,410000,Sales & related occupations,410000,Sales & related occupations,412010,Cashiers,2014,2014,TRUE,TRUE,19912,3464.18834,25290.66292,5780.632988,156,cashiers,Visual & Performing Arts,50,visual-performing-arts
450000-490000,"Natural resources, construction, & maintenance occupations",490000,"Installation, maintenance, & repair occupations",490000,"Installation, maintenance, & repair occupations",493090,"Miscellaneous vehicle & mobile equipment mechanics, installers, & repairers",2014,2014,TRUE,TRUE,289,417.3719269,20871.95502,12094.38727,5,miscellaneous-vehicle-mobile-equipment-mechanics-installers-repairers,Visual & Performing Arts,50,visual-performing-arts
110000-290000,"Management, business, science, & arts occupations",210000-270000,"Education, legal, community service, arts, & media occupations",270000,"Arts, design, entertainment, sports, & media occupations",272099,"Entertainers & performers, sports & related workers, all other",2014,2014,TRUE,TRUE,3322,1415.042391,31655.98555,11899.33268,34,entertainers-performers-sports-related-workers-all-other,Visual & Performing Arts,50,visual-performing-arts
110000-290000,"Management, business, science, & arts occupations",110000-130000,"Management, business, & financial occupations",130000,Business & financial operations occupations,131141,"Compensation, benefits, & job analysis specialists",2014,2014,TRUE,TRUE,716,656.9467459,38994.77933,9655.504463,8,compensation-benefits-job-analysis-specialists,Visual & Performing Arts,50,visual-performing-arts
310000-390000,Service Occupations,310000,Healthcare Support Occupations,310000,Healthcare Support Occupations,319011,Massage therapists,2014,2014,TRUE,TRUE,2076,1118.626832,23094.41811,9110.283718,26,massage-therapists,Visual & Performing Arts,50,visual-performing-arts
450000-490000,"Natural resources, construction, & maintenance occupations",490000,"Installation, maintenance, & repair occupations",490000,"Installation, maintenance, & repair occupations",49904X,Industrial & refractory machinery mechanics,2014,2014,TRUE,TRUE,501,549.5318254,50348.78643,25957.56005,7,industrial-refractory-machinery-mechanics,Visual & Performing Arts,50,visual-performing-arts
110000-290000,"Management, business, science, & arts occupations",110000-130000,"Management, business, & financial occupations",110000,Management occupations,113121,Human resources managers,2014,2014,TRUE,TRUE,4078,1567.805131,78058.82099,19930.63917,38,human-resources-managers,Visual & Performing Arts,50,visual-performing-arts
110000-290000,"Management, business, science, & arts occupations",210000-270000,"Education, legal, community service, arts, & media occupations",210000,Community & Social Service Occupations,21109X,"Miscellaneous community & social service specialists, including health educators & community health workers",2014,2014,TRUE,TRUE,834,709.0167546,32483.01439,19212.70439,9,miscellaneous-community-social-service-specialists-including-health-educators-community-health-workers,Visual & Performing Arts,50,visual-performing-arts
410000-430000,Sales & Office Occupations,410000,Sales & related occupations,410000,Sales & related occupations,412031,Retail salespersons,2014,2014,TRUE,TRUE,44195,5160.51651,31725.61168,4550.966104,439,retail-salespersons,Visual & Performing Arts,50,visual-performing-arts
110000-290000,"Management, business, science, & arts occupations",210000-270000,"Education, legal, community service, arts, & media occupations",270000,"Arts, design, entertainment, sports, & media occupations",273010,Announcers,2014,2014,TRUE,TRUE,981,768.9670834,26157.37207,10133.88489,9,announcers,Visual & Performing Arts,50,visual-performing-arts
310000-390000,Service Occupations,310000,Healthcare Support Occupations,310000,Healthcare Support Occupations,319091,Dental assistants,2014,2014,TRUE,TRUE,630,616.2317377,18263.37778,9707.188978,7,dental-assistants,Visual & Performing Arts,50,visual-performing-arts
110000-290000,"Management, business, science, & arts occupations",110000-130000,"Management, business, & financial occupations",130000,Business & financial operations occupations,131030,"Claims adjusters, appraisers, examiners, & investigators",2014,2014,TRUE,TRUE,3081,1362.748953,60597.63453,22786.87225,37,claims-adjusters-appraisers-examiners-investigators,Visual & Performing Arts,50,visual-performing-arts
450000-490000,"Natural resources, construction, & maintenance occupations",490000,"Installation, maintenance, & repair occupations",490000,"Installation, maintenance, & repair occupations",499060,Precision instrument & equipment repairers,2014,2014,TRUE,TRUE,892,733.2563125,26739.08969,13880.13181,11,precision-instrument-equipment-repairers,Visual & Performing Arts,50,visual-performing-arts
410000-430000,Sales & Office Occupations,410000,Sales & related occupations,410000,Sales & related occupations,413011,Advertising sales agents,2014,2014,TRUE,TRUE,3731,1499.621403,84277.05602,39985.64784,41,advertising-sales-agents,Visual & Performing Arts,50,visual-performing-arts
110000-290000,"Management, business, science, & arts occupations",110000-130000,"Management, business, & financial occupations",110000,Management occupations,119030,Education administrators,2014,2014,TRUE,TRUE,18379,3328.184217,69983.76843,9952.269769,193,education-administrators,Visual & Performing Arts,50,visual-performing-arts
110000-290000,"Management, business, science, & arts occupations",150000-190000,"Computer, engineering, & science occupations",170000,Architecture & engineering occupations,172051,Civil engineers,2014,2014,TRUE,TRUE,2003,1098.78354,47716.37743,14294.12195,16,civil-engineers,Visual & Performing Arts,50,visual-performing-arts
450000-490000,"Natural resources, construction, & maintenance occupations",490000,"Installation, maintenance, & repair occupations",490000,"Installation, maintenance, & repair occupations",499071,"Maintenance & repair workers, general",2014,2014,TRUE,TRUE,1846,1054.842843,38664.46804,13005.01425,17,maintenance-repair-workers-general,Visual & Performing Arts,50,visual-performing-arts
310000-390000,Service Occupations,310000,Healthcare Support Occupations,310000,Healthcare Support Occupations,319092,Medical assistants,2014,2014,TRUE,TRUE,843,712.8320961,23287.79834,6547.154425,8,medical-assistants,Visual & Performing Arts,50,visual-performing-arts
410000-430000,Sales & Office Occupations,410000,Sales & related occupations,410000,Sales & related occupations,413021,Insurance sales agents,2014,2014,TRUE,TRUE,3893,1531.831365,51060.49628,15588.7881,42,insurance-sales-agents,Visual & Performing Arts,50,visual-performing-arts
110000-290000,"Management, business, science, & arts occupations",210000-270000,"Education, legal, community service, arts, & media occupations",270000,"Arts, design, entertainment, sports, & media occupations",273020,"News analysts, reporters & correspondents",2014,2014,TRUE,TRUE,1467,940.3457229,65512.49625,30049.05791,16,news-analysts-reporters-correspondents,Visual & Performing Arts,50,visual-performing-arts
450000-490000,"Natural resources, construction, & maintenance occupations",490000,"Installation, maintenance, & repair occupations",490000,"Installation, maintenance, & repair occupations",4990XX,"Miscellaneous installation, maintenance, & repair workers, including wind turbine service technicians",2014,2014,TRUE,TRUE,1813,1045.372004,41195.24766,13862.46733,12,miscellaneous-installation-maintenance-repair-workers-including-wind-turbine-service-technicians,Visual & Performing Arts,50,visual-performing-arts
110000-290000,"Management, business, science, & arts occupations",210000-270000,"Education, legal, community service, arts, & media occupations",210000,Community & Social Service Occupations,212011,Clergy,2014,2014,TRUE,TRUE,11435,2625.277464,47890.06104,5582.023846,123,clergy,Visual & Performing Arts,50,visual-performing-arts
110000-290000,"Management, business, science, & arts occupations",150000-190000,"Computer, engineering, & science occupations",150000,Computer & mathematical occupations,151121,Computer systems analysts,2014,2014,TRUE,TRUE,4972,1731.141836,78371.43685,12375.62367,55,computer-systems-analysts,Visual & Performing Arts,50,visual-performing-arts
410000-430000,Sales & Office Occupations,410000,Sales & related occupations,410000,Sales & related occupations,413031,"Securities, commodities, & financial services sales agents",2014,2014,TRUE,TRUE,3215,1392.067486,154763.2871,74539.88627,31,securities-commodities-financial-services-sales-agents,Visual & Performing Arts,50,visual-performing-arts
510000-530000,"Production, Transportation, & Material Moving Occupations",510000,Production Occupations,510000,Production Occupations,511011,Firstline supervisors of production & operating workers,2014,2014,TRUE,TRUE,4181,1587.480486,48566.49414,13864.50403,44,firstline-supervisors-of-production-operating-workers,Visual & Performing Arts,50,visual-performing-arts
110000-290000,"Management, business, science, & arts occupations",110000-130000,"Management, business, & financial occupations",130000,Business & financial operations occupations,131151,Training & development specialists,2014,2014,TRUE,TRUE,1405,920.2604428,54516.67473,15383.41577,18,training-development-specialists,Visual & Performing Arts,50,visual-performing-arts
110000-290000,"Management, business, science, & arts occupations",210000-270000,"Education, legal, community service, arts, & media occupations",270000,"Arts, design, entertainment, sports, & media occupations",273031,Public relations specialists,2014,2014,TRUE,TRUE,3779,1509.23677,94092.6679,41827.91713,36,public-relations-specialists,Visual & Performing Arts,50,visual-performing-arts
110000-290000,"Management, business, science, & arts occupations",110000-130000,"Management, business, & financial occupations",110000,Management occupations,119141,"Property, real estate, & community association managers",2014,2014,TRUE,TRUE,7956,2189.827362,63179.44696,14644.32562,71,property-real-estate-community-association-managers,Visual & Performing Arts,50,visual-performing-arts
510000-530000,"Production, Transportation, & Material Moving Occupations",510000,Production Occupations,510000,Production Occupations,512020,"Electrical, electronics, & electromechanical assemblers",2014,2014,TRUE,TRUE,685,642.5678437,31693.98832,16316.98213,5,electrical-electronics-electromechanical-assemblers,Visual & Performing Arts,50,visual-performing-arts
410000-430000,Sales & Office Occupations,410000,Sales & related occupations,410000,Sales & related occupations,413041,Travel agents,2014,2014,TRUE,TRUE,834,709.0167546,19599.11511,11478.9214,10,travel-agents,Visual & Performing Arts,50,visual-performing-arts
110000-290000,"Management, business, science, & arts occupations",210000-270000,"Education, legal, community service, arts, & media occupations",210000,Community & Social Service Occupations,212021,"Directors, religious activities & education",2014,2014,TRUE,TRUE,2933,1329.616107,39016.79918,10950.68405,29,directors-religious-activities-education,Visual & Performing Arts,50,visual-performing-arts
510000-530000,"Production, Transportation, & Material Moving Occupations",510000,Production Occupations,510000,Production Occupations,512090,Miscellaneous assemblers & fabricators,2014,2014,TRUE,TRUE,4324,1614.399201,34134.16096,10835.41227,50,miscellaneous-assemblers-fabricators,Visual & Performing Arts,50,visual-performing-arts
110000-290000,"Management, business, science, & arts occupations",150000-190000,"Computer, engineering, & science occupations",170000,Architecture & engineering occupations,172061,Computer hardware engineers,2014,2014,TRUE,TRUE,688,643.9733825,66427.06395,40926.33709,7,computer-hardware-engineers,Visual & Performing Arts,50,visual-performing-arts
110000-290000,"Management, business, science, & arts occupations",210000-270000,"Education, legal, community service, arts, & media occupations",270000,"Arts, design, entertainment, sports, & media occupations",273041,Editors,2014,2014,TRUE,TRUE,13430,2845.064102,62015.96188,10738.09455,125,editors,Visual & Performing Arts,50,visual-performing-arts
410000-430000,Sales & Office Occupations,410000,Sales & related occupations,410000,Sales & related occupations,413099,"Sales representatives, services, all other",2014,2014,TRUE,TRUE,11990,2688.226524,68674.21518,17069.59239,116,sales-representatives-services-all-other,Visual & Performing Arts,50,visual-performing-arts
510000-530000,"Production, Transportation, & Material Moving Occupations",510000,Production Occupations,510000,Production Occupations,513011,Bakers,2014,2014,TRUE,TRUE,1370,908.7259492,32701.16204,17557.30696,15,bakers,Visual & Performing Arts,50,visual-performing-arts
110000-290000,"Management, business, science, & arts occupations",110000-130000,"Management, business, & financial occupations",110000,Management occupations,113021,Computer & information systems managers,2014,2014,TRUE,TRUE,7242,2089.261744,94583.6222,18779.14621,83,computer-information-systems-managers,Visual & Performing Arts,50,visual-performing-arts
110000-290000,"Management, business, science, & arts occupations",150000-190000,"Computer, engineering, & science occupations",150000,Computer & mathematical occupations,151122,Information security analysts,2014,2014,TRUE,TRUE,365,469.0516068,87998.20274,23548.35717,5,information-security-analysts,Visual & Performing Arts,50,visual-performing-arts
110000-290000,"Management, business, science, & arts occupations",210000-270000,"Education, legal, community service, arts, & media occupations",210000,Community & Social Service Occupations,212099,"Religious workers, all other",2014,2014,TRUE,TRUE,1604,983.2738003,21220.55611,9921.261558,18,religious-workers-all-other,Visual & Performing Arts,50,visual-performing-arts
410000-430000,Sales & Office Occupations,410000,Sales & related occupations,410000,Sales & related occupations,414010,"Sales representatives, wholesale & manufacturing",2014,2014,TRUE,TRUE,18648,3352.448641,67819.07851,9014.225231,175,sales-representatives-wholesale-manufacturing,Visual & Performing Arts,50,visual-performing-arts
110000-290000,"Management, business, science, & arts occupations",210000-270000,"Education, legal, community service, arts, & media occupations",270000,"Arts, design, entertainment, sports, & media occupations",273042,Technical writers,2014,2014,TRUE,TRUE,1719,1017.91156,53749.10995,12964.07806,17,technical-writers,Visual & Performing Arts,50,visual-performing-arts
110000-290000,"Management, business, science, & arts occupations",110000-130000,"Management, business, & financial occupations",130000,Business & financial operations occupations,131041,Compliance officers,2014,2014,TRUE,TRUE,1505,952.4467144,54222.30963,18773.05257,21,compliance-officers,Visual & Performing Arts,50,visual-performing-arts
510000-530000,"Production, Transportation, & Material Moving Occupations",510000,Production Occupations,510000,Production Occupations,513092,Food batchmakers,2014,2014,TRUE,TRUE,812,699.6027714,23698.23645,9599.071155,8,food-batchmakers,Visual & Performing Arts,50,visual-performing-arts
110000-290000,"Management, business, science, & arts occupations",150000-190000,"Computer, engineering, & science occupations",170000,Architecture & engineering occupations,172070,Electrical & electronics engineers,2014,2014,TRUE,TRUE,1097,813.1606998,82670.6217,12679.14728,11,electrical-electronics-engineers,Visual & Performing Arts,50,visual-performing-arts
410000-430000,Sales & Office Occupations,410000,Sales & related occupations,410000,Sales & related occupations,419010,"Models, demonstrators, & product promoters",2014,2014,TRUE,TRUE,1211,854.3679789,19354.66557,11742.14145,10,models-demonstrators-product-promoters,Visual & Performing Arts,50,visual-performing-arts
310000-390000,Service Occupations,330000,Protective service occupations,330000,Protective service occupations,332011,Firefighters,2014,2014,TRUE,TRUE,1091,810.9338922,62002.88909,11984.77826,13,firefighters,Visual & Performing Arts,50,visual-performing-arts
110000-290000,"Management, business, science, & arts occupations",110000-130000,"Management, business, & financial occupations",130000,Business & financial operations occupations,131161,Market research analysts & marketing specialists,2014,2014,TRUE,TRUE,10935,2567.244847,62448.56626,13486.01065,112,market-research-analysts-marketing-specialists,Visual & Performing Arts,50,visual-performing-arts
510000-530000,"Production, Transportation, & Material Moving Occupations",510000,Production Occupations,510000,Production Occupations,514041,Machinists,2014,2014,TRUE,TRUE,640,621.1031886,46552.99375,6345.208374,7,machinists,Visual & Performing Arts,50,visual-performing-arts
110000-290000,"Management, business, science, & arts occupations",210000-270000,"Education, legal, community service, arts, & media occupations",270000,"Arts, design, entertainment, sports, & media occupations",273043,Writers & authors,2014,2014,TRUE,TRUE,8670,2285.972168,96515.76471,30496.79544,84,writers-authors,Visual & Performing Arts,50,visual-performing-arts
410000-430000,Sales & Office Occupations,410000,Sales & related occupations,410000,Sales & related occupations,419020,Real estate brokers & sales agents,2014,2014,TRUE,TRUE,10684,2537.612026,67052.29802,14494.67353,115,real-estate-brokers-sales-agents,Visual & Performing Arts,50,visual-performing-arts
110000-290000,"Management, business, science, & arts occupations",210000-270000,"Education, legal, community service, arts, & media occupations",230000,Legal Occupations,231012,Judicial law clerks,2014,2014,TRUE,TRUE,522,560.9306941,57431.15709,35144.12746,6,judicial-law-clerks,Visual & Performing Arts,50,visual-performing-arts
510000-530000,"Production, Transportation, & Material Moving Occupations",510000,Production Occupations,510000,Production Occupations,514120,"Welding, soldering, & brazing workers",2014,2014,TRUE,TRUE,985,770.5331985,30221.52487,23279.23348,8,welding-soldering-brazing-workers,Visual & Performing Arts,50,visual-performing-arts
310000-390000,Service Occupations,330000,Protective service occupations,330000,Protective service occupations,333010,"Bailiffs, correctional officers, & jailers",2014,2014,TRUE,TRUE,1455,936.4918707,52991.17526,17441.30685,17,bailiffs-correctional-officers-jailers,Visual & Performing Arts,50,visual-performing-arts
110000-290000,"Management, business, science, & arts occupations",110000-130000,"Management, business, & financial occupations",110000,Management occupations,1110XX,Chief executives & legislators,2014,2014,TRUE,TRUE,22337,3669.042447,141204.6466,20485.38692,210,chief-executives-legislators,Visual & Performing Arts,50,visual-performing-arts
110000-290000,"Management, business, science, & arts occupations",210000-270000,"Education, legal, community service, arts, & media occupations",230000,Legal Occupations,2310XX,"Lawyers, & judges, magistrates, & other judicial workers",2014,2014,TRUE,TRUE,14201,2925.582331,123857.076,26151.5731,141,lawyers-judges-magistrates-other-judicial-workers,Visual & Performing Arts,50,visual-performing-arts
410000-430000,Sales & Office Occupations,410000,Sales & related occupations,410000,Sales & related occupations,419041,Telemarketers,2014,2014,TRUE,TRUE,893,733.6672128,25600.89586,9396.990221,5,telemarketers,Visual & Performing Arts,50,visual-performing-arts
110000-290000,"Management, business, science, & arts occupations",210000-270000,"Education, legal, community service, arts, & media occupations",270000,"Arts, design, entertainment, sports, & media occupations",273090,Miscellaneous media & communication workers,2014,2014,TRUE,TRUE,1427,927.4372708,32865.67905,13872.42722,11,miscellaneous-media-communication-workers,Visual & Performing Arts,50,visual-performing-arts
510000-530000,"Production, Transportation, & Material Moving Occupations",510000,Production Occupations,510000,Production Occupations,515111,Prepress technicians & workers,2014,2014,TRUE,TRUE,1130,825.3007466,36897.82655,13453.07204,12,prepress-technicians-workers,Visual & Performing Arts,50,visual-performing-arts
410000-430000,Sales & Office Occupations,410000,Sales & related occupations,410000,Sales & related occupations,419091,"Doortodoor sales workers, news & street vendors, & related workers",2014,2014,TRUE,TRUE,508,553.3575394,18818.63976,18347.91394,8,doortodoor-sales-workers-news-street-vendors-related-workers,Visual & Performing Arts,50,visual-performing-arts
310000-390000,Service Occupations,330000,Protective service occupations,330000,Protective service occupations,333021,Detectives & criminal investigators,2014,2014,TRUE,TRUE,536,568.4029549,56584.68284,25160.7301,5,detectives-criminal-investigators,Visual & Performing Arts,50,visual-performing-arts
110000-290000,"Management, business, science, & arts occupations",150000-190000,"Computer, engineering, & science occupations",150000,Computer & mathematical occupations,151131,Computer programmers,2014,2014,TRUE,TRUE,7556,2134.072071,69299.13393,12515.45599,73,computer-programmers,Visual & Performing Arts,50,visual-performing-arts
510000-530000,"Production, Transportation, & Material Moving Occupations",510000,Production Occupations,510000,Production Occupations,515112,Printing press operators,2014,2014,TRUE,TRUE,3748,1503.033881,33944.66809,6745.715319,35,printing-press-operators,Visual & Performing Arts,50,visual-performing-arts
310000-390000,Service Occupations,330000,Protective service occupations,330000,Protective service occupations,333050,Police officers,2014,2014,TRUE,TRUE,3471,1446.427644,51117.47393,12400.33152,26,police-officers,Visual & Performing Arts,50,visual-performing-arts
410000-430000,Sales & Office Occupations,410000,Sales & related occupations,410000,Sales & related occupations,419099,Other Sales Workers,2014,2014,TRUE,TRUE,5654,1846.052053,81669.47294,28999.78189,44,other-sales-workers,Visual & Performing Arts,50,visual-performing-arts
110000-290000,"Management, business, science, & arts occupations",150000-190000,"Computer, engineering, & science occupations",170000,Architecture & engineering occupations,172110,"Industrial engineers, including health & safety",2014,2014,TRUE,TRUE,1641,994.5497644,63399.883,20649.46611,14,industrial-engineers-including-health-safety,Visual & Performing Arts,50,visual-performing-arts
510000-530000,"Production, Transportation, & Material Moving Occupations",510000,Production Occupations,510000,Production Occupations,516031,Sewing machine operators,2014,2014,TRUE,TRUE,871,724.5735779,24191.66475,7090.992124,11,sewing-machine-operators,Visual & Performing Arts,50,visual-performing-arts
110000-290000,"Management, business, science, & arts occupations",110000-130000,"Management, business, & financial occupations",110000,Management occupations,111021,General & operations managers,2014,2014,TRUE,TRUE,8973,2325.571821,87383.43742,20831.17339,96,general-operations-managers,Visual & Performing Arts,50,visual-performing-arts
110000-290000,"Management, business, science, & arts occupations",210000-270000,"Education, legal, community service, arts, & media occupations",270000,"Arts, design, entertainment, sports, & media occupations",274021,Photographers,2014,2014,TRUE,TRUE,16493,3152.819847,40161.69381,6979.228542,156,photographers,Visual & Performing Arts,50,visual-performing-arts
410000-430000,Sales & Office Occupations,430000,Office & Administrative Support Occupations,430000,Office & Administrative Support Occupations,431011,Firstline supervisors of office & administrative support workers,2014,2014,TRUE,TRUE,18297,3320.752347,51525.57906,8965.166066,168,firstline-supervisors-of-office-administrative-support-workers,Visual & Performing Arts,50,visual-performing-arts
510000-530000,"Production, Transportation, & Material Moving Occupations",510000,Production Occupations,510000,Production Occupations,516050,"Tailors, dressmakers, & sewers",2014,2014,TRUE,TRUE,1735,1022.637756,45465.20346,17828.23788,15,tailors-dressmakers-sewers,Visual & Performing Arts,50,visual-performing-arts
310000-390000,Service Occupations,330000,Protective service occupations,330000,Protective service occupations,339021,Private detectives & investigators,2014,2014,TRUE,TRUE,976,767.0049426,65791.46721,22416.51581,12,private-detectives-investigators,Visual & Performing Arts,50,visual-performing-arts
110000-290000,"Management, business, science, & arts occupations",210000-270000,"Education, legal, community service, arts, & media occupations",230000,Legal Occupations,232011,Paralegals & legal assistants,2014,2014,TRUE,TRUE,6994,2053.17888,53814.04861,20832.19644,66,paralegals-legal-assistants,Visual & Performing Arts,50,visual-performing-arts
110000-290000,"Management, business, science, & arts occupations",110000-130000,"Management, business, & financial occupations",110000,Management occupations,119151,Social & community service managers,2014,2014,TRUE,TRUE,7892,2181.002321,53741.74151,14661.63619,90,social-community-service-managers,Visual & Performing Arts,50,visual-performing-arts
510000-530000,"Production, Transportation, & Material Moving Occupations",510000,Production Occupations,510000,Production Occupations,51609X,"Miscellaneous textile, apparel, & furnishings workers except upholsterers",2014,2014,TRUE,TRUE,740,667.8662194,42917.20541,13760.7487,7,miscellaneous-textile-apparel-furnishings-workers-except-upholsterers,Visual & Performing Arts,50,visual-performing-arts
110000-290000,"Management, business, science, & arts occupations",110000-130000,"Management, business, & financial occupations",130000,Business & financial operations occupations,131199,"Business operations specialists, all other",2014,2014,TRUE,TRUE,6159,1926.7278,45385.26384,8031.910175,56,business-operations-specialists-all-other,Visual & Performing Arts,50,visual-performing-arts
310000-390000,Service Occupations,330000,Protective service occupations,330000,Protective service occupations,339030,Security guards & gaming surveillance officers,2014,2014,TRUE,TRUE,5313,1789.519661,39116.18445,18522.33053,51,security-guards-gaming-surveillance-officers,Visual & Performing Arts,50,visual-performing-arts
110000-290000,"Management, business, science, & arts occupations",210000-270000,"Education, legal, community service, arts, & media occupations",270000,"Arts, design, entertainment, sports, & media occupations",274030,"Television, video, & motion picture camera operators & editors",2014,2014,TRUE,TRUE,6480,1976.297265,45718.5037,13161.94437,66,television-video-motion-picture-camera-operators-editors,Visual & Performing Arts,50,visual-performing-arts
510000-530000,"Production, Transportation, & Material Moving Occupations",510000,Production Occupations,510000,Production Occupations,5170XX,"Miscellaneous woodworkers, including model makers & patternmakers",2014,2014,TRUE,TRUE,659,630.2552178,49601.19575,25949.67788,9,miscellaneous-woodworkers-including-model-makers-patternmakers,Visual & Performing Arts,50,visual-performing-arts
410000-430000,Sales & Office Occupations,430000,Office & Administrative Support Occupations,430000,Office & Administrative Support Occupations,433021,Billing & posting clerks,2014,2014,TRUE,TRUE,5672,1848.988133,41074.2426,11291.077,39,billing-posting-clerks,Visual & Performing Arts,50,visual-performing-arts
110000-290000,"Management, business, science, & arts occupations",150000-190000,"Computer, engineering, & science occupations",170000,Architecture & engineering occupations,172141,Mechanical engineers,2014,2014,TRUE,TRUE,1087,809.4459503,57770.59798,22170.72102,12,mechanical-engineers,Visual & Performing Arts,50,visual-performing-arts
510000-530000,"Production, Transportation, & Material Moving Occupations",510000,Production Occupations,510000,Production Occupations,518021,Stationary engineers & boiler operators,2014,2014,TRUE,TRUE,469,531.6924052,62950.23028,21770.77735,5,stationary-engineers-boiler-operators,Visual & Performing Arts,50,visual-performing-arts
110000-290000,"Management, business, science, & arts occupations",210000-270000,"Education, legal, community service, arts, & media occupations",230000,Legal Occupations,232090,Miscellaneous legal support workers,2014,2014,TRUE,TRUE,2137,1134.942148,57036.88535,18286.12095,18,miscellaneous-legal-support-workers,Visual & Performing Arts,50,visual-performing-arts
310000-390000,Service Occupations,330000,Protective service occupations,330000,Protective service occupations,339093,Transportation security screeners,2014,2014,TRUE,TRUE,475,535.0826029,32306.75158,13391.72401,5,transportation-security-screeners,Visual & Performing Arts,50,visual-performing-arts
410000-430000,Sales & Office Occupations,430000,Office & Administrative Support Occupations,430000,Office & Administrative Support Occupations,433031,"Bookkeeping, accounting, & auditing clerks",2014,2014,TRUE,TRUE,7768,2163.801358,31787.66426,4915.233299,86,bookkeeping-accounting-auditing-clerks,Visual & Performing Arts,50,visual-performing-arts
510000-530000,"Production, Transportation, & Material Moving Occupations",510000,Production Occupations,510000,Production Occupations,519020,"Crushing, grinding, polishing, mixing, & blending workers",2014,2014,TRUE,TRUE,545,573.1551109,27787.38165,17610.6491,6,crushing-grinding-polishing-mixing-blending-workers,Visual & Performing Arts,50,visual-performing-arts
510000-530000,"Production, Transportation, & Material Moving Occupations",510000,Production Occupations,510000,Production Occupations,519061,"Inspectors, testers, sorters, samplers, & weighers",2014,2014,TRUE,TRUE,2558,1241.71259,36710.13917,12432.87133,29,inspectors-testers-sorters-samplers-weighers,Visual & Performing Arts,50,visual-performing-arts
110000-290000,"Management, business, science, & arts occupations",150000-190000,"Computer, engineering, & science occupations",150000,Computer & mathematical occupations,151134,Web developers,2014,2014,TRUE,TRUE,18510,3340.022752,69546.10654,7966.766554,172,web-developers,Visual & Performing Arts,50,visual-performing-arts
310000-390000,Service Occupations,330000,Protective service occupations,330000,Protective service occupations,33909X,"Lifeguards & other recreational, & all other protective service workers",2014,2014,TRUE,TRUE,430,509.1061266,38921.68605,44585.38799,5,lifeguards-other-recreational-all-other-protective-service-workers,Visual & Performing Arts,50,visual-performing-arts
110000-290000,"Management, business, science, & arts occupations",210000-270000,"Education, legal, community service, arts, & media occupations",270000,"Arts, design, entertainment, sports, & media occupations",2740XX,"Broadcast & sound engineering technicians & radio operators, & media & communication equipment workers, all other",2014,2014,TRUE,TRUE,5469,1815.600474,41820.12653,11163.25559,47,broadcast-sound-engineering-technicians-radio-operators-media-communication-equipment-workers-all-other,Visual & Performing Arts,50,visual-performing-arts
510000-530000,"Production, Transportation, & Material Moving Occupations",510000,Production Occupations,510000,Production Occupations,519071,Jewelers & precious stone & metal workers,2014,2014,TRUE,TRUE,1582,976.5074453,34872.18963,10034.23219,18,jewelers-precious-stone-metal-workers,Visual & Performing Arts,50,visual-performing-arts
410000-430000,Sales & Office Occupations,430000,Office & Administrative Support Occupations,430000,Office & Administrative Support Occupations,433051,Payroll & timekeeping clerks,2014,2014,TRUE,TRUE,1516,955.9210424,39908.75198,17145.829,16,payroll-timekeeping-clerks,Visual & Performing Arts,50,visual-performing-arts
110000-290000,"Management, business, science, & arts occupations",110000-130000,"Management, business, & financial occupations",130000,Business & financial operations occupations,131051,Cost estimators,2014,2014,TRUE,TRUE,1255,869.7504987,51282.79203,23528.34123,13,cost-estimators,Visual & Performing Arts,50,visual-performing-arts
110000-290000,"Management, business, science, & arts occupations",110000-130000,"Management, business, & financial occupations",110000,Management occupations,113131,Training & development managers,2014,2014,TRUE,TRUE,831,707.7404033,61398.6426,30837.35811,9,training-development-managers,Visual & Performing Arts,50,visual-performing-arts
310000-390000,Service Occupations,350000,Food Preparation & Serving Related Occupations,350000,Food Preparation & Serving Related Occupations,351011,Chefs & head cooks,2014,2014,TRUE,TRUE,2852,1311.128089,40185.87658,14728.68015,25,chefs-head-cooks,Visual & Performing Arts,50,visual-performing-arts
